Item,Date,DateTime,Timestamp,Reference_Price,Best_Ask_Price,Best_Bid_Price,Spread
HOTUSDT,2024-12-24,2024-12-24 17:08:25.990000+03:30,1735047505990,0.002554,0.003353,0.0016,0.001753
IMXIRT,2024-12-24,2024-12-24 17:08:25.515000+03:30,1735047505515,1158600.0,1350000.0,1034220.0,315780.0
IMXUSDT,2024-12-24,2024-12-24 17:08:25.838000+03:30,1735047505838,1.48,1.77,1.142,0.6280000000000001
JASMYIRT,2024-12-24,2024-12-24 17:08:25.662000+03:30,1735047505662,28920.0,29990.0,27320.0,2670.0
JASMYUSDT,2024-12-24,2024-12-24 17:08:25.935000+03:30,1735047505935,0.036052,0.041111,0.0305,0.010611000000000002
JSTIRT,2024-12-24,2024-12-24 17:08:25.515000+03:30,1735047505515,31660.0,34200.0,28300.0,5900.0
JSTUSDT,2024-12-24,2024-12-24 17:08:25.953000+03:30,1735047505953,0.04001,0.048,0.02,0.028
LDOIRT,2024-12-24,2024-12-24 17:08:26.260000+03:30,1735047506260,1453800.0,1485000.0,1387580.0,97420.0
LDOUSDT,2024-12-24,2024-12-24 17:08:25.835000+03:30,1735047505835,1.84,1.995,1.631,0.3640000000000001
LINKIRT,2024-12-24,2024-12-24 17:08:26.282000+03:30,1735047506282,19303240.0,19588880.0,18700200.0,888680.0
LINKUSDT,2024-12-24,2024-12-24 17:08:25.667000+03:30,1735047505667,24.476,25.07,23.234,1.8359999999999985
LPTIRT,2024-12-24,2024-12-24 17:08:26.249000+03:30,1735047506249,15050160.0,15777770.0,13650000.0,2127770.0
LPTUSDT,2024-12-24,2024-12-24 17:08:25.841000+03:30,1735047505841,19.35,21.33,14.51,6.8199999999999985
LRCIRT,2024-12-24,2024-12-24 17:08:25.445000+03:30,1735047505445,174460.0,207500.0,140000.0,67500.0
LRCUSDT,2024-12-24,2024-12-24 17:08:25.767000+03:30,1735047505767,0.2166,0.2999,0.1486,0.1513
LTCIRT,2024-12-24,2024-12-24 17:08:26.268000+03:30,1735047506268,85600000.0,87555000.0,82000000.0,5555000.0
LTCUSDT,2024-12-24,2024-12-24 17:08:25.682000+03:30,1735047505682,108.56,112.85,102.5,10.349999999999994
MAGICIRT,2024-12-24,2024-12-24 17:08:25.521000+03:30,1735047505521,362480.0,377200.0,321510.0,55690.0
MAGICUSDT,2024-12-24,2024-12-24 17:08:25.969000+03:30,1735047505969,0.4598,0.58,0.4,0.17999999999999994
MAJORIRT,2024-12-24,2024-12-24 17:08:25.575000+03:30,1735047505575,493700.0,499330.0,483000.0,16330.0
MAJORUSDT,2024-12-24,2024-12-24 17:08:25.869000+03:30,1735047505869,0.629784,0.654,0.593838,0.06016200000000005
MANAIRT,2024-12-24,2024-12-24 17:08:26.233000+03:30,1735047506233,421000.0,454900.0,380000.0,74900.0
MANAUSDT,2024-12-24,2024-12-24 17:08:25.801000+03:30,1735047505801,0.532,0.5906,0.44,0.1506
MASKIRT,2024-12-24,2024-12-24 17:08:25.429000+03:30,1735047505429,2508500.0,2658830.0,2325000.0,333830.0
MASKUSDT,2024-12-24,2024-12-24 17:08:25.754000+03:30,1735047505754,3.165,3.5,2.666,0.8340000000000001
MDTIRT,2024-12-24,2024-12-24 17:08:25.599000+03:30,1735047505599,48550.0,50500.0,46420.0,4080.0
MDTUSDT,2024-12-24,2024-12-24 17:08:25.891000+03:30,1735047505891,0.06101,0.0709,0.045,0.025900000000000006
MEMEIRT,2024-12-24,2024-12-24 17:08:25.593000+03:30,1735047505593,8680.0,9030.0,8110.0,920.0
MEMEUSDT,2024-12-24,2024-12-24 17:08:25.872000+03:30,1735047505872,0.01099,0.01279,0.0095,0.0032899999999999995
MKRIRT,2024-12-24,2024-12-24 17:08:26.285000+03:30,1735047506285,1290000000.0,1410000000.0,1180000000.0,230000000.0
MKRUSDT,2024-12-24,2024-12-24 17:08:25.688000+03:30,1735047505688,1640.0,1898.0,1432.64,465.3599999999999
MOVEIRT,2024-12-24,2024-12-24 17:08:25.632000+03:30,1735047505632,665000.0,693250.0,645000.0,48250.0
MOVEUSDT,2024-12-24,2024-12-24 17:08:25.914000+03:30,1735047505914,0.8374,1.1,0.72,0.3800000000000001
NEARIRT,2024-12-24,2024-12-24 17:08:25.501000+03:30,1735047505501,4419880.0,4619500.0,4222860.0,396640.0
NEARUSDT,2024-12-24,2024-12-24 17:08:25.789000+03:30,1735047505789,5.564,5.83,5.05,0.7800000000000002
NMRIRT,2024-12-24,2024-12-24 17:08:25.454000+03:30,1735047505454,13025030.0,15990000.0,10744490.0,5245510.0
NMRUSDT,2024-12-24,2024-12-24 17:08:25.767000+03:30,1735047505767,16.5,22.94,12.33,10.610000000000001
NOTIRT,2024-12-24,2024-12-24 17:08:25.610000+03:30,1735047505610,5368.0,5456.0,5290.0,166.0
NOTUSDT,2024-12-24,2024-12-24 17:08:25.890000+03:30,1735047505890,0.00678,0.00697,0.00654,0.0004299999999999998
OMGIRT,2024-12-24,2024-12-24 17:08:25.639000+03:30,1735047505639,160270.0,180000.0,10000.0,170000.0
OMGUSDT,2024-12-24,2024-12-24 17:08:25.931000+03:30,1735047505931,0.2774,0.47,0.2279,0.24209999999999998
OMIRT,2024-12-24,2024-12-24 17:08:25.535000+03:30,1735047505535,2955910.0,3050000.0,2810000.0,240000.0
OMUSDT,2024-12-24,2024-12-24 17:08:25.977000+03:30,1735047505977,3.7364,4.2,2.82,1.3800000000000003
ONDOIRT,2024-12-24,2024-12-24 17:08:25.659000+03:30,1735047505659,1303150.0,1360000.0,1275860.0,84140.0
ONDOUSDT,2024-12-24,2024-12-24 17:08:25.914000+03:30,1735047505914,1.6898,1.8798,1.5231,0.3567
ONEIRT,2024-12-24,2024-12-24 17:08:26.294000+03:30,1735047506294,24410.0,25110.0,23400.0,1710.0
ONEUSDT,2024-12-24,2024-12-24 17:08:25.728000+03:30,1735047505728,0.031,0.0333,0.028,0.005300000000000003
PAXGIRT,2024-12-24,2024-12-24 17:08:25.542000+03:30,1735047505542,2073113590.0,2120000000.0,2060605490.0,59394510.0
PAXGUSDT,2024-12-24,2024-12-24 17:08:25.971000+03:30,1735047505971,2625.0,2700.0,2562.0,138.0
PENDLEIRT,2024-12-24,2024-12-24 17:08:25.594000+03:30,1735047505594,4153170.0,4570220.0,3700000.0,870220.0
PENDLEUSDT,2024-12-24,2024-12-24 17:08:25.876000+03:30,1735047505876,5.27,6.3,4.0,2.3
PMNUSDT,2024-12-24,2024-12-24 17:08:25.784000+03:30,1735047505784,0.05787,0.0616,0.053,0.008600000000000003
POLIRT,2024-12-24,2024-12-24 17:08:25.485000+03:30,1735047505485,403200.0,425000.0,389000.0,36000.0
POLUSDT,2024-12-24,2024-12-24 17:08:25.773000+03:30,1735047505773,0.5129,0.549,0.461,0.08800000000000002
QNTIRT,2024-12-24,2024-12-24 17:08:26.266000+03:30,1735047506266,92824850.0,105858200.0,66000000.0,39858200.0
QNTUSDT,2024-12-24,2024-12-24 17:08:25.830000+03:30,1735047505830,115.6,135.4,84.3,51.10000000000001
RDNTIRT,2024-12-24,2024-12-24 17:08:25.652000+03:30,1735047505652,49000.0,54500.0,45000.0,9500.0
RDNTUSDT,2024-12-24,2024-12-24 17:08:25.942000+03:30,1735047505942,0.0622,0.089,0.042,0.04699999999999999
RENDERIRT,2024-12-24,2024-12-24 17:08:25.533000+03:30,1735047505533,6121040.0,6410000.0,5863650.0,546350.0
RENDERUSDT,2024-12-24,2024-12-24 17:08:25.967000+03:30,1735047505967,7.75,8.5,6.82,1.6799999999999997
RSRIRT,2024-12-24,2024-12-24 17:08:25.673000+03:30,1735047505673,10379.0,10760.0,9849.0,911.0
